,Writer Name,IPI,PRO
328246,HUGHES JESSIE EVERETT,466100087,BMI
328266,CHURKO CORY TRAVIS,208581764,SOCAN
328267,DOHR RICK W,336996120,ASCAP
328308,GASPARI MARIA GIOCONDA,11468804,SIAE
328309,MARROCCHI MARCELLO ,19727273,SIAE
328325,GLAESER MAANS CHRISTIAN,538162254,STIM
328334,DANIEL VICTOR ROBERTO,65046978,SGAE
328335,GLASEL SCOTT E,125208998,ASCAP
328338,LIGGETT CATHY ANN,125158787,ASCAP
328348,DEL REAL LITA ,338264357,ASCAP
328360,PONSFORD OLIVER ,592756504,PRS
328361,POWELL ALEXANDER MARK,589566086,PRS
328367,NOVELO RODRIGUEZ GILBERTO FERNANDO,357937415,SACM
328368,PLASENCIA MIRANDA JUAN PABLO,722446850,ASCAP
328384,GHEUR HENRY ,860058640,ASCAP
328404,GORDON GREGORY WAYNE,63270398,BMI
328415,CLOTHIER STEPHEN RAYMOND,674616029,ASCAP
328417,LIT NOAH JOSEPH,343144491,ASCAP
328418,POLIAKOFF EMILY CLARE SAINT AMAND,655807616,ASCAP
328424,HESS CHRISTOPHER ABRAHAM,646687696,ASCAP
328425,LITTLE GAVIN ,348424650,ASCAP
328426,WINN ADAM LEE,646819901,ASCAP
328446,ROBLES RAMALLO MIGUEL ANGEL,56512880,SADAIC
328449,POVEDA LEON MIGUEL ANGEL,265221975,SGAE
328454,NORMAND LEGERALD V,423068384,ASCAP
328469,GUTIERREZ GONZALEZ VICTOR MANUEL,135813482,SAYCO
328470,GOMEZ DE LA SERNA ALVARINO FRANCISCO JAVIER,265816444,SGAE
328471,ORTIZ CELADA EMILIO ,503692856,SGAE
328472,PRIETO GUIJARRO CARLOS,249707244,SGAE
328474,SALAN GONZALEZ JORGE,428600470,SGAE
328484,KIM ANDY ,16208024,BMI
328492,LEVINGSTON NATHANIEL ,432239970,ASCAP
328504,MENDEZ LOPEZ SILVESTRE,20464031,SACM
328513,MC LELLAND ALEXANDER ALLINN,46967244,PRS
328525,VAONA DANILO ,59564150,SIAE
328530,GOMEZ PIMENTEL VIRGINIA JAASIEL,887689542,ASCAP
328531,LOPEZ JIMENEZ EDUARD JANCARLOS SR,883377787,BMI
328534,MONSALVE VELAZQUEZ JORGE DAVID,21242931,SADAIC
328535,RODRIGUEZ CARLOS FRANCISCO,26383684,SADAIC
328539,MORGESON ERIC ,72615680,ASCAP
328567,D'CRUZ RAOUL MIGUEL,866816883,APRA
328568,STEWARD MIGUEL MIGS  ,342724965,ASCAP
328572,CASTUERA MIGUEL ANGEL,741681929,ASCAP
328576,CAMPBELL MIGUEL WILLIAM LEE,690060851,PRS
328584,MCGREGOR FREDERICK ALPHONSO,503299365,PRS
328598,LOPEZ LOPEZ JUAN ANTONIO,41781098,SACM
328650,HAUTH MARK AARON,126023908,ASCAP
328681,BECK RONALD THEODORE,570655342,ASCAP
328695,WESTON RANDY  ,63703588,ASCAP
328699,BLACKABY BECKY SUZANNE,576576793,ASCAP
328704,WILLIS VINCENT JEROME,63245689,BMI
328707,DIAZ INEABELL ,616486923,BMI
328715,COOPER MIRANDA ELEANOR DE FONBRUNE,275969109,PRS
328727,NORBURY KEVIN PAUL,268120573,PRS
328736,JOHNSON DANTAE ,629089223,PRS
328738,HARVEY RACHEL LYNETTE,128894338,ASCAP
328763,MUSELLA GABRIEL ,435962240,ASCAP
328779,HENDERSON PAUL ELLIS,342752665,ASCAP
328780,WINDHAM DAVID PAUL,334899716,ASCAP
328787,JEAN MARLON ,562668324,BMI
328813,SUNDBERG CATO ,462478828,TONO
328814,SUNDBERG KENT ,554896107,TONO
328818,LEVEN MELVILLE A,17952572,ASCAP
328819,ANDERSON WILLIAM ,490499612,BMI
328827,ADAIR JOHN F,227891051,ASCAP
328828,ELDER RYAN DAVID,479980385,BMI
328829,HAMILTON BRADLEY JAY,440677553,BMI
328830,HAMPTON STEPHEN RICHARD,244415683,BMI
328855,SEEBACH RASMUS ,282851251,KODA
328872,DREW KEVIN NICHOLAS,591185825,ASCAP
328941,SCHMALHOLZ ADAM PAUL,354758530,ASCAP
328993,GIERSCH SAVANNAH MARIE,559010265,BMI
328994,LOTTEN MICHAEL ,493331647,BMI
329000,STROJNY RONALD PAUL,423391868,ASCAP
329072,JOHNSON JOHNATHAN JEREL,347665529,ASCAP
329078,LOCKINGS DARRIN D,352644367,ASCAP
329083,ALVARADO NATALIE NICOLE,455313175,ASCAP
329150,ROBINSON RICCO ANTONIO,343798919,ASCAP
329184,LINCOLN TIMOTHY ALLEN,485499984,ASCAP
329255,LAWRENCE DANIEL ,477402249,ASCAP
329256,TAYLOR UMEN JOSEPH,505222892,ASCAP
329259,AHMADZAI MIRWAIS ,84686434,BMI
329270,BROWN ERNEST DASHON,590724436,ASCAP
329328,LONG SAMUEL ,642569920,ASCAP
329342,LEONARD PATRICK ,17833092,NS
329345,KIBBLE PERRY L,61550697,BMI
329346,VERCHER JANICE MARIE,241720697,BMI
329385,SARGENT ROBERT ,125636972,NS
329386,WERNER OTTHEINRICH H,125638476,NS
329394,MATHAROO TALVIN SINGH,161638276,PRS
329424,KOLPAKOV ALEXANDRE ,188370243,SUISA
329431,LA RUSSO ANDREA D,48278260,ASCAP
329432,STANZIALE MARGARET (PEGGY) ANN,48309574,ASCAP
329434,COLLINS DAVID PAGE,135113612,PRS
329442,KELLEY POLAR  ,446267149,ASCAP
329457,MAYER LAURIE SUZANNE,126222215,ASCAP
329459,COHEN ALBERTO IVAN,442490956,PRS
329460,DIMECH CRAIG ANTHONY,473984406,PRS
329464,PUCELLO SANTE ,184284354,PRS
329467,THOMAS JOANNE YVONNE,128401400,ASCAP
329480,CASANOVA DON JUAN DEMARCO,670533647,ASCAP
329510,LE GASSICK DAMIAN ANTHONY,161762669,PRS
329511,YOUNG NICOLA MARY JOY,284341170,PRS
329570,RUSH SPENCER ,440086386,ASCAP
329584,RUSHEN ANGELA ,345187846,ASCAP
329586,CHRIS FOWLER  ,588518498,ASCAP
329587,MAGGBEATZ  ,650111793,ASCAP
329588,RUSHING LAVON AARON,517202587,ASCAP
329589,IVASIUK VOLODYMYR MYKHAILOVYCH,731825546,UACRR
329598,TALBOT PETER H (HENRY),37897336,ASCAP
329603,O'BRIEN DANIEL JOHN,334260687,ASCAP
329647,DRURY TIMOTHY DAMION,202768483,BMI
329660,SCHJOLDAN FREDERIK TAO NORDSOE,258661732,KODA
329661,RUSH FREDERICK W,338109469,ASCAP
329680,BLOUNT JACOB ELI,569167506,ASCAP
329681,CHESTNUT JACOB TAYLOR,616887508,SESAC
329683,SHARPE III JAMES HARTWELL,617344062,SESAC
329694,WHITE HARRY A,32824893,NS
329695,RUSHFORD GILBERT SEAN,429673035,ASCAP
329722,FRITZ PATRICK MICHAEL,463925728,ASCAP
329723,LEWIS LYDIA LECHLITER,659071916,ASCAP
329724,ROGERS-BRADHAM SHACARA SHANELL,680611747,ASCAP
329734,OSBORNE ROGER ,335997515,ASCAP
329737,COLVIN BOBBY RAY JR,502942475,BMI
329739,WOODS LESTER L,594173523,ASCAP
329751,MOULTON ALEXANDER DAVID,348204374,ASCAP
329766,HOLT JAIRUS T,561068262,BMI
329806,PAIGE ROGER CARLTON,129973338,ASCAP
329813,PANUCCI JASON ,699969238,ASCAP
329814,ROGERS JOSEPH DANIEL,409892818,ASCAP
329815,WHITEHEAD KEITH MICHAEL,619573129,ASCAP
329820,CRAIG KENNETH PATRICK,345430284,ASCAP
329826,GOZALBEZ RODRIGO JAVIER,746389599,SADAIC
329827,MAYORGA ROGER PAUL,526314375,ASCAP
329830,ROUZAUD RENE GUSTAVE,26875167,SACEM
329839,BURNS MATTHEW ,616794126,ASCAP
329860,HAVA ALIZA ,419984706,ASCAP
329871,RIVERA SHAWN K,232734290,BMI
329894,GRAY ALLEN WILLIAM,574771807,APRA
329900,QUINN SAMUEL BRYAN,487341528,ASCAP
329902,HELLER WILLIAM ,858699357,ASCAP
329910,THOMPSON STEPHEN RANDALL,594268409,ASCAP
329915,HALL STANLEY RAY,894919272,ASCAP
329917,ROBLES LEONARDO ANTONIO,347528247,ASCAP
329918,ULLIMAN MICHAEL PAUL,344604476,ASCAP
329920,MONROE SHANNON DALE,419166944,ASCAP
329925,REILLEY JAMES SCOTT,202293606,BMI
329931,BEMISTER JESSICA EVELYN,801846842,SOCAN
329943,SPARK ADAM JOHN,479434023,APRA
329944,ERENBERG PHIL ,816501067,ASCAP
329945,MEDVECKY KEVIN RICHARD,433542280,ASCAP
329946,GAY JEFFREY PETER,789739455,PRS
329961,BONNETTA JONAS WILLIAM PETER,575800239,SOCAN
329965,MCLEOD RONNIE ANTHONY,480268938,ASCAP
329976,RAUER DAREN MICHAEL,518275642,ASCAP
329979,HAMILTON ERIK GILCHRIST,763974001,ASCAP
329989,EVERS JARED ANDREW,713723461,ASCAP
329998,HELD KATHARINA ,683227825,GEMA
330020,BUTI ROBERTO ,124353109,SIAE
330021,MARATI MARCO ,158296341,SIAE
330023,TANINI FRANCESCO ,175648731,SIAE
330024,VALSIGLIO ARCANGELO ,71164498,SIAE
330027,DUNICAN JACOB WILLIAM,872523035,ASCAP
330030,EISEN TRIPP ,419913737,BMI
330031,LACEY KENNETH JAY,342161596,ASCAP
330032,WELLS WAYNE R,218733271,BMI
330037,FUKUDA KOICHI ,342157190,ASCAP
330078,WELLS WAYNE R,338385439,ASCAP
330130,CLUTTERBUCK ANDREW PETER,570481450,PRS
330131,HATCHER JAMES WILLIAM,627378913,PRS
330137,PALANKER ALAN E,125634194,ASCAP
330153,HOWARD SARAI M,356085354,BMI
330155,YAEGER JORDAN LEE,564232558,ASCAP
330161,STOCK ALEXANDER JAMES,674275616,ASCAP
330163,JENSEN RONALD P,185930639,BMI
330164,SIMPSON BLAIR MERRILL,765427319,BMI
330165,SIMPSON JAMES DARRELL,709367032,ASCAP
330170,RAGSDALE JAMES CLINTON,347927524,ASCAP
330171,PRIDGEN KEVIN ,497009332,ASCAP
330180,NICHOLSON JON  ,341574177,SESAC
330182,KING JAMES REGINALD,459824511,ASCAP
330185,RENNER AARON ,530950076,ASCAP
330194,BYRNE BENJAMIN MICHAEL JAMES,293724246,PRS
330195,STELFOX JAMES PAUL,293724540,PRS
330197,WESTHEAD BARRY ,293724344,PRS
330226,BARKHUUS LISBETH ,640987714,KODA
330238,THORNTON JAMES PATRICK,347690924,ASCAP
330249,DASHKIEWICZ LORRAINE J,436248455,ASCAP
330261,VIRGO ROBERT SYLVESTER,532458065,ASCAP
330265,TENNYSON JOHN GENTRY,347294442,ASCAP
330266,MANN ANISHA HASSANA,882919291,ASCAP
330283,STRONG DAYVEENA NICHELE,129437465,ASCAP
330284,RAYMOND SHANNAKAY RACQUEL,843509334,ECCO
330285,SMALL OWEN ANTHONY,639579000,BMI
330304,HARRIS DARNISHA R,879154981,ASCAP
330327,POLITE ANTHONY K,419218757,ASCAP
330336,BROWN ELPHONSE MARTEE,338522756,ASCAP
330339,DULAN STACY ,534093072,BMI
330340,ERICKSON ERIC ANDREW,512117600,BMI
330341,PRINCE MICHAEL DURHAM,39605572,BMI
330343,WHITTED SHAWN ,652572930,ASCAP
330357,MANNING DONALD ,46872652,PRS
330358,MANNING LINFORD ELIJAH,86816538,PRS
330380,CURATE RAYON RICARDO,588305322,BMI
330381,GORDON ANDRE FRANCE,710493172,BMI
330382,MAJOR ROMEICH ADOLPH,588305714,BMI
330395,ALTENHOFF CHRIS D,473036367,BMI
330396,SCHMOLL PHILLIPP ,213708298,GEMA
330397,STIGELER VERONICA CARLA,472996402,BMI
330398,GARCIA JOHANSIS L,788713291,ASCAP
330399,BROWN MELVIN ALLEN,349884995,ASCAP
330400,THOMAS RODERICK DEMONE,445017479,ASCAP
330404,LOPEZ RAFAEL B M,336095266,ASCAP
330414,NASH JAMAL ALI,180072888,BMI
330430,MAC GOWAN JOHNNY B,260035506,BMI
330433,FOSTER ANTWANE MAURICE,245818844,BMI
330438,PHILLIPS MICHAEL JOHN,195201186,BMI
330441,FELSMANN DOMINIK ,454360072,GEMA
330444,OCHOA BARBARA W,617564730,ASCAP
330446,LAITINEN ERNO JUHANI,403401322,TEOSTO
330447,MAURIA PETRA MARIA,418178842,TEOSTO
330448,NIEMINEN ELVIIRA ,450542970,TEOSTO
330451,BUCK GARY J,667505128,ASCAP
330456,PETRO ISTVAN ,80840972,ARTISJUS
330457,SALSJO PETRONELLA DONIQUE U,278047836,APRA
330459,PETRARCA KIMBERLY ,738423726,ASCAP
330464,MALMBERG JESSICA PETERS,435279152,ASCAP
330465,WESTEN PETRA C,438050963,ASCAP
330469,SARNO DEVIN C,129979712,ASCAP
330470,VICENTE FERREIRA MAURINICE,440969438,NS
330472,ROTH ROBERT ,511028114,ASCAP
330474,GREINER HANS ,207724481,GEMA
330487,SIGFRIDSSON SIMON HANS,733077058,STIM
330491,HAHN DAVID C,335654065,ASCAP
330500,ASPLUND DANIEL ALEXANDER,481786121,STIM
330501,BECKER SASKA ,284417747,STIM
330503,MARKLUND PETRA LINNEA PAULA,455399223,STIM
330504,WIERICK JOHN TURNER,126423499,ASCAP
330505,WIERICK JOHN ,636938310,ASCAP
330510,BELL LUDWIG CARL BENJAMIN,294457332,STIM
330520,ELEFANTE JOHN ,130583793,BMI
330521,HARTMAN ROBERT M,67943538,SESAC
330530,DOROTHEO JOY ENRIQUEZ,551039768,ASCAP
330531,DRISCOLL PHIL ,125704100,ASCAP
330533,DE SHETLER JACQUELINE LINDA,128837745,ASCAP
330538,OAKLEY PAUL GEOFFREY,648067033,PRS
330543,HADDAD DAVID N,490683036,ASCAP
330552,VAN LANDSCHOOT ADRIAAN CAMIEL A,59505857,SABAM
330553,GOOTEE RICHARD J,65255967,BMI
330555,CATTOUSE MICHAEL MARTIN,335333385,ASCAP
330559,PETRY PETRA ,465172157,ASCAP
330570,HADEN PETRA ,245838836,BMI
330571,ROSE ALICIA J,338417260,ASCAP
330580,GRANT IAN MURRAY SEAFIELD,12544519,PRS
330581,RAND LIONEL ,25377486,ASCAP
330585,SEIBERT NICOLE ,143194879,GEMA
330590,ROMDHANE ANDREAS ,452749829,BMI
330593,GRANT PETRA KELLY,512490381,SOCAN
330595,FONTES BRANDAN JAMES,751028465,BMI
330603,WIKLUND LINUS THURE,532944546,STIM
330608,PITTS MARK A,407778825,ASCAP
330630,GALBO DEIDRE A,771429134,BMI
330650,FOSTER STEPHEN EDWARD,68328163,APRA
330652,HARBORTH LINDA ,623832750,ASCAP
330655,HENRY ALAN CRAIG,489273013,ASCAP
330660,LITO KIRINO  ,765762205,BMI
330662,VILLAMAR CARLOS R,802664256,ASCAP
330671,UPSHAW LELA ,405210123,ASCAP
330678,HIGH TREVOYE L,349098820,ASCAP
330679,SWAIN GEORGE W,349126653,ASCAP
330681,ATKINSON NICHOLAS WILLIAM,464721450,PRS
330682,BARTLETT DAN ,764910521,PRS
330686,ROCHE JAKE PETER,732490155,PRS
330701,NICHOLSON RICARDO RENFORD,588312131,ASCAP
330711,CHARLES JOHN MARK,121773886,PRS
330722,BURNETT ERNIE ,4624909,ASCAP
330725,HAYNE JAMES W,129902271,ASCAP
330726,MOLINARE LOUREN ,30428126,ASCAP
330727,MORRIS TOM NELSON,128323296,ASCAP
330728,PANIAGUA FIDEL ANGEL,128300999,ASCAP
330730,HOOD ADAM ,422893843,BMI
330735,TAYLOR LEGARICK JAMES,849065900,ASCAP
330744,ASENCIO ESTABN ,524945342,ASCAP
330746,STREUR MORGEN JOHN,597650301,ASCAP
330747,DAVIES LAURENCE HECTOR,7594675,PRS
330772,BROWN JMONNE ,406061891,ASCAP
330798,VICTORINO CLINTON THOMAS,496430431,ASCAP
330819,MOODY STEVEN KISH,533321881,ASCAP
330820,SHATZER STEPHEN MICHAEL,560635847,ASCAP
330821,CARTER NICHOLAS ,533986714,PRS
330822,SWAIN KEVIN ,162419383,PRS
330830,DESMAN SHAWN ,437388918,SOCAN
330847,NEWBLE LAMONTE ,649687384,NS
330853,FESTUCCIA MAURIZIO ,37311999,SIAE
330865,HOVE TEN MAARTEN ,291716648,BUMA
330867,VERMEULEN WINDSANT JOACHIM ,485518913,BUMA
330912,APARECIDO FERREIRA LEANDRO ,846493303,NS
331022,JACKSON GARY LEWIS,266987699,PRS
331078,ABBENE JAY ANTHONY,128582559,ASCAP
331079,CARTER TERRY PATRICK,128590561,ASCAP
331080,DIVENS BRADLEY D,128597050,ASCAP
331083,BARBABOSA MEEK AGUSTIN,469458108,SACM
331084,KOSCHE JOEL SEFTON,528053757,ASCAP
331092,ROLAND ED E,125895059,NS
331097,ROLAND ED ,183018288,BMI
331099,ROLAND MICHAEL DEAN,600130134,ASCAP
331109,TURPIN WILLIAM ROSS,532518370,BMI
331110,ALBRIGHT GERALD ANTHONY,125196679,ASCAP
331114,ALBRIGHT SELINA MARIE,655168722,ASCAP
331116,LAWARY GREG ,436580252,ASCAP
331117,CORR ANDREA ,258391539,IMRO
331118,CORR CAROLINE GEORGINA,258390542,IMRO
331119,CORR JAMES ,258391049,IMRO
331120,CORR SHARON ,258390934,IMRO
331121,CORR ANDREA JANE,258391245,IMRO
331124,CORR SHARON HELGA,258390640,IMRO
331210,HOSEIN SEAN SYED  ,137941655,ASCAP
331237,MCEWAN SCOTT JOHN,471339551,PRS
331238,SHIELS ANTHONY ALEXANDER,534825544,PRS
331289,HAYES ALFRED ,62206411,ASCAP
331293,BERRY CHARLES EDWARD,2948399,BMI
331296,BAILEY CHRISTOPHER JAMES MANNIX,37616577,APRA
331297,BUTLER WILLIAM PIERCE,496200257,SOCAN
331300,GARA JEREMY ,286358035,SOCAN
331301,KINGSBURY TIMOTHY ,487810518,SOCAN
331302,PARRY RICHARD R,465075447,SOCAN
331339,AMERO DENNIS J,128052005,ASCAP
331340,RIVERS ROBERT JOSEPH,129045389,ASCAP
331341,SILVA BRIAN ANTHONY,127485267,ASCAP
331358,FURMAN TYREE REGINALD,868392190,ASCAP
331359,SHARPE LOUIS R,232949065,BMI
331367,BRERETON KEVIN DERON,296415636,SOCAN
331372,RAY JOHNNIE ,25492880,ASCAP
331382,JAMES VINCENT ,346548637,ASCAP
331390,BYRD JOSEPH DONALD,4722420,BMI
331396,BYRD JOSEPH ,46168967,ASCAP
331453,TURNER OTIS C,354560560,BMI
331483,MATROS ROBERT F,482418054,ASCAP
331511,FALCONBERRY DANA ,509259835,ASCAP
331513,WEINERHALL STEFAN ESBJOERN,284607937,STIM
331515,MAY SARA MARIA,690088329,SOCAN
331516,DOW JAMES ALEXANDER,558997470,ASCAP
331517,BUCK JUSTIN BRIAN,685139612,ASCAP
331518,BOLLAND FERDINAND D,67292948,BUMA
331519,BOLLAND ROBERT J,67293063,GEMA
331524,BICK JUERGEN ,201477010,GEMA
331525,FALCO  ,50671596,AKM
331527,FERGUSON SHANNON EDWARD,344832656,ASCAP
331530,NUZZO BERNARD ,647128831,SUISA
331531,FALCO ANGELA MARIA  ,245808652,ASCAP
331535,GOEBEL KRISTOFFER KARL,407706369,STIM
331536,WEINERHALL STEFAN ESBJORN,284607545,STIM
331538,WHITE ERNEST ,207425689,BMI
331548,DEROUGE ALEXANDER C,214259392,GEMA
331555,FALCONE MARK THOMAS,677664098,ASCAP
331559,WEEKS ANGELA CECILE,674793001,ASCAP
331562,MOLINA CARL JASON,537873904,ASCAP
331564,FALCONE MATTHEW BRIAN,825308447,ASCAP
331566,FEDORCHICK IAN ,500989744,ASCAP
331593,FALKNOR PETER SCOTT,838573007,ASCAP
331598,WEST LONNIE RAY,783650120,ASCAP
331600,WIEDENHOEFT FAE ,613131400,ASCAP
331605,MARINI LOUIS E,121350332,ASCAP
331618,BENNETT FREDRICK JAVAR,740040001,ASCAP
331633,PLEZ GERD ,207529868,GEMA
331635,OATMAN MICHAEL GRAHAM,795346889,ASCAP
331640,FALCON RALPH ,128002809,ASCAP
331659,CARDILLO CHRISTOPHER ,608714545,ASCAP
331665,SHAW DERRICK J.,603497255,ASCAP
331682,SCHUNK CHRISTOFFER JOHN,617483730,ASCAP
331687,FALCONE ROSE JUNIOR,478114738,BMI
331707,MOORE AMANDA LEIGH,418980136,BMI
331709,TALAN DEBORAH R,185242272,ASCAP
331710,TANNEN STEVE ,354914254,BMI
331720,MOORE MANDY ,419698803,BMI
331764,MITCHELL TIMOTHY C,182525274,BMI
331786,FREEBAIRN-SMITH JENIFER ,339393925,ASCAP
331791,SEMAAN DAVID RICE,334423978,ASCAP
331806,SCOTT MICHAEL ,73114601,PRS
331814,CREMONESI ENRICO ,124595668,SIAE
331816,SAFINIA REZA ,346133774,ASCAP
331817,CAMPBELL JEREMY ,636346244,BMI
331821,SHANER JOHN DAVID,479823108,ASCAP
331837,RICHERSON LEE CHARLES,239569917,STIM
331862,GEESIN RONALD FREDERICK,65350683,PRS
331964,HARRIS BRIAN STEVEN,145633379,PRS
332003,FRANKS JAMES ,193721263,BMI
332065,DINKINS MICHAEL ,182298938,BMI
332066,MARTIN STEPHANIE ,355900754,BMI
332068,SOWLES SONNY ,194208171,BMI
332074,COLEMAN JOEY ,169243553,NS
332076,JAMES EUGENE ,345737738,ASCAP
332082,WRIGHT ANTOINE ,338669322,ASCAP
332083,BANKS QUINTON J,345729442,ASCAP
332088,OMADHEBO LLOYD TOMOBOR,482026076,ASCAP
332090,EDWARDS DAMON D,335960744,ASCAP
332091,FOSTER KEENAN D,222974467,BMI
332098,JAMES ROBERT ,48529164,ASCAP
332099,SERRELL RICHARD L,187625141,BMI
332104,MILLER MHISANI M,341213314,ASCAP
332107,TORRES PETE S,343843361,ASCAP
332141,JENKINS KEITH JAHLIL,492052363,ASCAP
332142,JOHNSON DAMONTE AMECHE,495734410,ASCAP
332149,BREED ERIC ,247578627,BMI
332151,JORDAN STUART  ,340411022,ASCAP
332152,KHALEEL DAMANI M,342161201,ASCAP
332163,BROUSSARD PASSION L,195586418,BMI
332164,CIECHANOWSKI VALORIE ,475819706,BMI
332172,WADDY FRANK CLIFFORD,248550947,BMI
332175,WILCOTS BRETT KEVIN,128133792,NS
332360,FRANK MARTINA ,470072773,GEMA
332625,FISCHER JOERG ,79177731,GEMA
332638,LETO JARED ,428479327,NS
332700,DICKINSON JAMES LUTHER,8197190,BMI
332711,SUBLETTE NED ,127987530,ASCAP
332754,TUFANO DENNIS S,70190896,ASCAP
332759,RHODES LYNDEL E,838151041,ASCAP
332766,MAHAL TAJ ,19133899,BMI
332830,HEINS COURTNEY LEIGH,429728329,ASCAP
332831,MANUEL TRACEE NOELLE,428137266,ASCAP
332846,GOLDEN JAMES ,585277213,ASCAP
332857,AGRIPPE JAMES ANTHONY,536833240,ASCAP
332872,JOHNSON JAMES DAVID,342332004,ASCAP
332890,SANDERS JAMES PATRICK,606013004,ASCAP
332891,LEWIS JAMES N,435932252,ASCAP
332905,AKIMOTO YASUSHI ,202983970,JASRAC
332906,TAKAGI HIROAKI ,543233575,NS
332931,BIG F  ,619509237,NS
332932,BIG-F  ,723639927,NS
332933,CIRONE DINO ,552401484,SACEM
332934,NOGAE SHUUHEI ,736943411,NS
332935,RYUU YONGI ,442410988,NS
332937,YAGI SHOUKICHI ,664790507,NS
332942,PARK JOSEPH ,635452939,SOCAN
332944,UEMURA AI KARIINA,450395167,NS
332946,WADA KOUHEI ,423677647,JASRAC
332965,MICHICO  ,419385537,NS
332972,LUPPI MICHELE ,752507935,GEMA
332975,PAINE JOHN T,51227511,ASCAP
332976,LAM JOHN PAUL,456611552,ASCAP
332978,HAYASHIDA YUUICHI ,517233474,NS
332991,BRIDGMAN-COOPER MAHUIA IDRIS,461212298,APRA
332992,COPE GRAHAME DANIEL,504334491,APRA
332993,GRAHAM TERENCE MARTIN,181397844,APRA
332994,STANLEY COLIN JOSEPH,504083979,APRA
332995,STURM SEAN ,181432976,APRA
333001,KUBO TAKASHI ,458193919,NS
333003,KURA T  ,172234981,ASCAP
333004,MURAKAMI TOMONORI ,434441968,NS
333005,MUTOU TAKASHI ,458195129,NS
333006,NAGANO YUUJI ,458196518,NS
333009,DUFOUR JEROME STEPHANE,150052032,SACEM
333013,IIZAKI SAKURA ,713305581,JASRAC
333017,PARKANSKIY ALEKSANDR SERGEY,618927809,ASCAP
333025,HARA KAZUHIRO ,440927362,NS
333028,LEYVA SANTIANGO MUSTAFA,566234638,ASCAP
333030,MAYO DEVOYA LASHAWN,595806109,BMI
333037,HARADA NAOAKI ,462942441,NS
333038,HAYASHI AMON ,516747537,NS
333040,GRAY MARK A,39595051,BMI
333044,FAST LANE  ,633769029,NS
333050,GRAY SAMUEL JOHN,633475444,PRS
333051,LEE CLAIRE RODRIGUES,743802152,PRS
333053,SHERMAN DANIEL THOMAS NESTOR,266308657,BMI
333062,COZZI  ,424359658,NS
333065,NAKAMURA HITOSHI ,419505363,JASRAC
333068,STY  ,482755032,NS
333086,KEY TIVON ASHON,623452566,ASCAP
333132,SCOTT DONOVAN EARL,560068660,ASCAP
333142,ROGERS BRADFORD BURNETTE,337520180,SESAC
333145,KUFFNER CHRIS ,652272259,ASCAP
333167,SOBCZAK RICHARD R,459836207,ASCAP
333178,GOTLIB JACOB ,483958105,ASCAP
333180,DUKES STEVEN WADE,128868436,ASCAP
333189,ROGERS PETER JAMES,570130880,ASCAP
333210,BLACKMON TAILAH NEFERTEERI,700257683,ASCAP
333211,BRIDGEMAN DELROY ,619966499,ASCAP
333212,REED RANDALL ,629126839,ASCAP
333219,ROGERS PERCY ,689495074,ASCAP
333223,SCOTT RAYMOND E,239800561,BMI
333245,FREEMAN MARC W,334373375,ASCAP
333257,CHAVEZ ESPINOZA ISIDRO,450867736,BMI
333260,ISAZA PINEROS JUAN PABLO,766016536,SGAE
333261,POSADA CARRASCO ALEJANDRO ,766017925,SGAE
333263,VARGAS MORALES SIMON ,766017043,SGAE
333264,VILLAMIL CORTES JUAN PABLO,766016830,SGAE
333287,HARRIS JACK ,13468106,BMI
333288,KELLY KIRK PATRICK,218173971,BMI
333301,SCHERMAN ROBERT ,27869937,ASCAP
333309,WHALEN HAZEL B,32807203,ASCAP
333311,SECON PAUL DAVID,339564630,ASCAP
333314,BERGDAHL EDITH  ,2794499,ASCAP
333320,DICKINSON HAROLD H,8196977,ASCAP
333329,MOORE PHIL ,21375709,ASCAP
333335,WRIGHT MARVIN M,33249401,ASCAP
333342,HARING HANS ,13421829,NS
333345,POLL RUTH ,40249020,ASCAP
333347,MINUCCI ULPIO ,20932220,ASCAP
333354,HARRIS CHRISTOPHER MICHAEL,496599868,ASCAP
333374,NEKMOUCHE NICOLAS ,541334579,SACEM
333375,SAID DAVID ,541334677,SACEM
333376,MURRAY DONOVAN ,1000867696,ASCAP
333377,HENDERSON GARY ,512028699,ASCAP
333378,CHRISTIAN HOWARD JOSEPH,340495079,ASCAP
333383,BELL JUAN DONOVAN,495069026,ASCAP
333387,ANDERSON EDWARD ANTHONY,479808986,ASCAP
333390,ROSE PAUL CONRAD,41304824,BMI
333394,STEPHENS DONOVAN ,349838412,ASCAP
333398,THOMPSON DONOVAN MERCIER,516102007,ASCAP
333399,BAGGETT DONOVAN LEE,520910981,ASCAP
333400,DONOVAN VIRGINIA C,129752261,ASCAP
333401,PATT DAVID LEE,51954868,ASCAP
333402,DONOVAN TREVON ,341093883,ASCAP
333405,MORRIS WAYNE ,127183386,ASCAP
333406,STAPLETON GEOFFREY ,35982558,APRA
333408,MC CRARY DONOVAN C,338590832,ASCAP
333412,BIJL MARTINE C M,56339567,BUMA
333416,MOORE DONOVAN DEREK DEVITO,819784197,ASCAP
333420,DONOVAN STEPHEN M,136936258,ASCAP
333421,HERMISTON DAVID ,620557662,SOCAN
333423,DONOVAN MEAGIN ,505521292,ASCAP
333425,ELLIS RICHARD ,465180453,ASCAP
333441,VAN GORKOM DONOVAN ,854516816,SOCAN
